Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status,tokens,stopwords,stemmed_tokens
Amandawijay,35 - 39,"Combination, Medium Light, Neutral",1 week - 1 month,Traditional Market,4,Ya,"Teksturnya gel dan cepat menyerap di kulit. Cukup menghidrasi kulit aku yang kadang-kadang kering banget ini. Harga terjangkau banget untuk pemakaian sehari-hari, worth to buy sih. Untuk pori-pori aku mengecil, tapi belum tau ini efek dari Skintific atau rangkaian skincare aku lainnya yah.",Asli,"['Teksturnya', 'gel', 'dan', 'cepat', 'menyerap', 'di', 'kulit', '.', 'Cukup', 'menghidrasi', 'kulit', 'aku', 'yang', 'kadang', '-', 'kadang', 'kering', 'banget', 'ini', '.', 'Harga', 'terjangkau', 'banget', 'untuk', 'pemakaian', 'sehari', '-', 'hari', ',', 'worth', 'to', 'buy', 'sih', '.', 'Untuk', 'pori', '-', 'pori', 'aku', 'mengecil', ',', 'tapi', 'belum', 'tau', 'ini', 'efek', 'dari', 'Skintific', 'atau', 'rangkaian', 'skincare', 'aku', 'lainnya', 'yah', '.']","['Teksturnya', 'gel', 'cepat', 'menyerap', 'kulit', '.', 'menghidrasi', 'kulit', 'kadang', '-', 'kadang', 'kering', 'banget', '.', 'Harga', 'terjangkau', 'banget', 'pemakaian', 'sehari', '-', ',', 'worth', 'to', 'buy', 'sih', '.', 'pori', '-', 'pori', 'mengecil', ',', 'tau', 'efek', 'Skintific', 'rangkaian', 'skincare', 'yah', '.']","['tekstur', 'gel', 'cepat', 'serap', 'kulit', '', 'hidrasi', 'kulit', 'kadang', '-', 'kadang', 'kering', 'banget', '', 'harga', 'jangkau', 'banget', 'pakai', 'hari', '-', '', 'worth', 'to', 'buy', 'sih', '', 'pori', '-', 'pori', 'kecil', '', 'tau', 'efek', 'skintific', 'rangkai', 'skincare', 'yah', '']"
reresp4ge,19 - 24,"Dry, Medium Dark, Neutral",1 week - 1 month,Lazada,5,Ya,"si biru kecil ini kecil kecil cabe rawit sih wkwk, waktu aku pake pertamakali muka ku masih kering bangeetttt terus sebulan pake ini tuh kek wow bener bener nolong muka ku ðŸ¥º dari yang keringg banget jadi ngebalikin muka ku jadi lembut dan terhidrasi!!",Asli,"['si', 'biru', 'kecil', 'ini', 'kecil', 'kecil', 'cabe', 'rawit', 'sih', 'wkwk', ',', 'waktu', 'aku', 'pake', 'pertamakali', 'muka', 'ku', 'masih', 'kering', 'bangeetttt', 'terus', 'sebulan', 'pake', 'ini', 'tuh', 'kek', 'wow', 'bener', 'bener', 'nolong', 'muka', 'ku', 'ðŸ¥º', 'dari', 'yang', 'keringg', 'banget', 'jadi', 'ngebalikin', 'muka', 'ku', 'jadi', 'lembut', 'dan', 'terhidrasi', '!', '!']","['si', 'biru', 'cabe', 'rawit', 'sih', 'wkwk', ',', 'pake', 'pertamakali', 'muka', 'ku', 'kering', 'bangeetttt', 'sebulan', 'pake', 'tuh', 'kek', 'wow', 'bener', 'bener', 'nolong', 'muka', 'ku', 'ðŸ¥º', 'keringg', 'banget', 'ngebalikin', 'muka', 'ku', 'lembut', 'terhidrasi', '!', '!']","['si', 'biru', 'cabe', 'rawit', 'sih', 'wkwk', '', 'pake', 'pertamakali', 'muka', 'ku', 'kering', 'bangeetttt', 'bulan', 'pake', 'tuh', 'kek', 'wow', 'bener', 'bener', 'nolong', 'muka', 'ku', '', 'keringg', 'banget', 'ngebalikin', 'muka', 'ku', 'lembut', 'hidrasi', '', '']"
najwaaamp,19 - 24,"Combination, Medium Dark, Warm",1 month - 3 months,Shopee,4,Ya,"okey ini moist yg meneurut gue lumayan baguss tp kalo untuk pemakaian jangka panjang gue siii no yaaâ€¦ alias woi isinya dikit bngt anjerrr sebulan dah habis itupun kalo diirit2 bngt malah jdny gue ga nyaman pakenya apalagu kulit gue combination dry yg butuh seabrek pakei moistt ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥² jujur baguss tp yaa boleh lah cari yang lain buat bisa nabunggg, tp kalo lu ga masalah sama hal ini yaa oke2 aja sii karna mang produk ini lumayan bagus menurut gueeâ€¦ , oh ya satu lg gue ga suka packagingnya karna ribettt bngt wkwkw gue lebih suka yg pump",Asli,"['okey', 'ini', 'moist', 'yg', 'meneurut', 'gue', 'lumayan', 'baguss', 'tp', 'kalo', 'untuk', 'pemakaian', 'jangka', 'panjang', 'gue', 'siii', 'no', 'yaaâ€', '¦', 'alias', 'woi', 'isinya', 'dikit', 'bngt', 'anjerrr', 'sebulan', 'dah', 'habis', 'itupun', 'kalo', 'diirit2', 'bngt', 'malah', 'jdny', 'gue', 'ga', 'nyaman', 'pakenya', 'apalagu', 'kulit', 'gue', 'combination', 'dry', 'yg', 'butuh', 'seabrek', 'pakei', 'moistt', 'ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²', 'jujur', 'baguss', 'tp', 'yaa', 'boleh', 'lah', 'cari', 'yang', 'lain', 'buat', 'bisa', 'nabunggg', ',', 'tp', 'kalo', 'lu', 'ga', 'masalah', 'sama', 'hal', 'ini', 'yaa', 'oke2', 'aja', 'sii', 'karna', 'mang', 'produk', 'ini', 'lumayan', 'bagus', 'menurut', 'gueeâ€', '¦', ',', 'oh', 'ya', 'satu', 'lg', 'gue', 'ga', 'suka', 'packagingnya', 'karna', 'ribettt', 'bngt', 'wkwkw', 'gue', 'lebih', 'suka', 'yg', 'pump']","['okey', 'moist', 'yg', 'meneurut', 'gue', 'lumayan', 'baguss', 'tp', 'kalo', 'pemakaian', 'jangka', 'gue', 'siii', 'no', 'yaaâ€', '¦', 'alias', 'woi', 'isinya', 'dikit', 'bngt', 'anjerrr', 'sebulan', 'dah', 'habis', 'itupun', 'kalo', 'diirit2', 'bngt', 'jdny', 'gue', 'ga', 'nyaman', 'pakenya', 'apalagu', 'kulit', 'gue', 'combination', 'dry', 'yg', 'butuh', 'seabrek', 'pakei', 'moistt', 'ðŸ¥²ðŸ¥²ðŸ¥²ðŸ¥²', 'jujur', 'baguss', 'tp', 'yaa', 'cari', 'nabunggg', ',', 'tp', 'kalo', 'lu', 'ga', 'yaa', 'oke2', 'aja', 'sii', 'karna', 'mang', 'produk', 'lumayan', 'bagus', 'gueeâ€', '¦', ',', 'oh', 'ya', 'lg', 'gue', 'ga', 'suka', 'packagingnya', 'karna', 'ribettt', 'bngt', 'wkwkw', 'gue', 'suka', 'yg', 'pump']","['okey', 'moist', 'yg', 'meneurut', 'gue', 'lumayan', 'baguss', 'tp', 'kalo', 'pakai', 'jangka', 'gue', 'siii', 'no', 'yaa', '', 'alias', 'woi', 'isi', 'dikit', 'bngt', 'anjerrr', 'bulan', 'dah', 'habis', 'itu', 'kalo', 'diirit2', 'bngt', 'jdny', 'gue', 'ga', 'nyaman', 'pakenya', 'apalagu', 'kulit', 'gue', 'combination', 'dry', 'yg', 'butuh', 'abrek', 'pakei', 'moistt', '', 'jujur', 'baguss', 'tp', 'yaa', 'cari', 'nabunggg', '', 'tp', 'kalo', 'lu', 'ga', 'yaa', 'oke2', 'aja', 'sii', 'karna', 'mang', 'produk', 'lumayan', 'bagus', 'guee', '', '', 'oh', 'ya', 'lg', 'gue', 'ga', 'suka', 'packagingnya', 'karna', 'ribettt', 'bngt', 'wkwkw', 'gue', 'suka', 'yg', 'pump']"
nurulrizkiamlia,19 - 24,"Dry, Light, Cool",1 week - 1 month,Super Indo,4,Ya,"Bagus bangett nihh produk aku udah abis satu jar, mana cocok lagi ini gimana rasanya wajah jadi glowing adem dan ngelembapin, minus di packing aja kadang tutupnya ga rapet jadi mleber cuma over all bagus banget di muka aku yg dry skin :) Love ðŸ©µ",Asli,"['Bagus', 'bangett', 'nihh', 'produk', 'aku', 'udah', 'abis', 'satu', 'jar', ',', 'mana', 'cocok', 'lagi', 'ini', 'gimana', 'rasanya', 'wajah', 'jadi', 'glowing', 'adem', 'dan', 'ngelembapin', ',', 'minus', 'di', 'packing', 'aja', 'kadang', 'tutupnya', 'ga', 'rapet', 'jadi', 'mleber', 'cuma', 'over', 'all', 'bagus', 'banget', 'di', 'muka', 'aku', 'yg', 'dry', 'skin', ':)', 'Love', 'ðŸ', '©', 'µ']","['Bagus', 'bangett', 'nihh', 'produk', 'udah', 'abis', 'jar', ',', 'cocok', 'gimana', 'wajah', 'glowing', 'adem', 'ngelembapin', ',', 'minus', 'packing', 'aja', 'kadang', 'tutupnya', 'ga', 'rapet', 'mleber', 'over', 'all', 'bagus', 'banget', 'muka', 'yg', 'dry', 'skin', ':)', 'Love', 'ðŸ', '©', 'µ']","['bagus', 'bangett', 'nihh', 'produk', 'udah', 'abis', 'jar', '', 'cocok', 'gimana', 'wajah', 'glowing', 'adem', 'ngelembapin', '', 'minus', 'packing', 'aja', 'kadang', 'tutup', 'ga', 'rapet', 'mleber', 'over', 'all', 'bagus', 'banget', 'muka', 'yg', 'dry', 'skin', '', 'love', '', '', '']"
zahrazhfr,19 - 24,"Oily, Medium Light, Neutral",More than 1 year,Tiktok Shop,5,Ya,ini moisturizer terbaik sepanjang masa! bagus bgtt aku udh gatau habis brp jar cinta bgtt sm skintific biru inii ðŸ˜­ðŸ©·ðŸ©·ðŸ©·. keknya semua orang jg setuju klo moist ini bagus pol buat memperbaikin skin barrier dan ga bikin kulit kusem tp lumayan nguras kantong yaa wak hehhe. cita-cita ku beli yg 80gr wkwkwkk ðŸ©µ,Asli,"['ini', 'moisturizer', 'terbaik', 'sepanjang', 'masa', '!', 'bagus', 'bgtt', 'aku', 'udh', 'gatau', 'habis', 'brp', 'jar', 'cinta', 'bgtt', 'sm', 'skintific', 'biru', 'inii', 'ðŸ˜\xadðŸ', '©', '·ðŸ', '©', '·ðŸ', '©', '·', '.', 'keknya', 'semua', 'orang', 'jg', 'setuju', 'klo', 'moist', 'ini', 'bagus', 'pol', 'buat', 'memperbaikin', 'skin', 'barrier', 'dan', 'ga', 'bikin', 'kulit', 'kusem', 'tp', 'lumayan', 'nguras', 'kantong', 'yaa', 'wak', 'hehhe', '.', 'cita', '-', 'cita', 'ku', 'beli', 'yg', '80gr', 'wkwkwkk', 'ðŸ', '©', 'µ']","['moisturizer', 'terbaik', '!', 'bagus', 'bgtt', 'udh', 'gatau', 'habis', 'brp', 'jar', 'cinta', 'bgtt', 'sm', 'skintific', 'biru', 'inii', 'ðŸ˜\xadðŸ', '©', '·ðŸ', '©', '·ðŸ', '©', '·', '.', 'keknya', 'orang', 'jg', 'setuju', 'klo', 'moist', 'bagus', 'pol', 'memperbaikin', 'skin', 'barrier', 'ga', 'bikin', 'kulit', 'kusem', 'tp', 'lumayan', 'nguras', 'kantong', 'yaa', 'wak', 'hehhe', '.', 'cita', '-', 'cita', 'ku', 'beli', 'yg', '80gr', 'wkwkwkk', 'ðŸ', '©', 'µ']","['moisturizer', 'baik', '', 'bagus', 'bgtt', 'udh', 'gatau', 'habis', 'brp', 'jar', 'cinta', 'bgtt', 'sm', 'skintific', 'biru', 'ini', '', '', '', '', '', '', '', '', 'kek', 'orang', 'jg', 'tuju', 'klo', 'moist', 'bagus', 'pol', 'memperbaikin', 'skin', 'barrier', 'ga', 'bikin', 'kulit', 'kusem', 'tp', 'lumayan', 'nguras', 'kantong', 'yaa', 'wak', 'hehhe', '', 'cita', '-', 'cita', 'ku', 'beli', 'yg', '80gr', 'wkwkwkk', '', '', '']"
aanisanisnab,25 - 29,"Combination, Medium Light, Cool",More than 1 year,Shopee,5,Ya,"Mosturizer terbaik, bisa mengatasi skin barrier tekstur nya ringan, mudah meresap bikin wajah jadi lembab. Tidak bikin kusam, mosturizer terbaik yang bisa all in one. Cocok dipakai buat umur 50+ juga lho, bisa dipakai laki laki dan perempuan juga",Palsu,"['Mosturizer', 'terbaik', ',', 'bisa', 'mengatasi', 'skin', 'barrier', 'tekstur', 'nya', 'ringan', ',', 'mudah', 'meresap', 'bikin', 'wajah', 'jadi', 'lembab', '.', 'Tidak', 'bikin', 'kusam', ',', 'mosturizer', 'terbaik', 'yang', 'bisa', 'all', 'in', 'one', '.', 'Cocok', 'dipakai', 'buat', 'umur', '50', '+', 'juga', 'lho', ',', 'bisa', 'dipakai', 'laki', 'laki', 'dan', 'perempuan', 'juga']","['Mosturizer', 'terbaik', ',', 'mengatasi', 'skin', 'barrier', 'tekstur', 'nya', 'ringan', ',', 'mudah', 'meresap', 'bikin', 'wajah', 'lembab', '.', 'bikin', 'kusam', ',', 'mosturizer', 'terbaik', 'all', 'in', 'one', '.', 'Cocok', 'dipakai', 'umur', '50', '+', 'lho', ',', 'dipakai', 'laki', 'laki', 'perempuan']","['mosturizer', 'baik', '', 'atas', 'skin', 'barrier', 'tekstur', 'nya', 'ringan', '', 'mudah', 'resap', 'bikin', 'wajah', 'lembab', '', 'bikin', 'kusam', '', 'mosturizer', 'baik', 'all', 'in', 'one', '', 'cocok', 'pakai', 'umur', '50', '', 'lho', '', 'pakai', 'laki', 'laki', 'perempuan']"
hivrggrl,19 - 24,"Combination, Light, Neutral",1 week - 1 month,Shopee,5,Ya,"Tipe kulit aku sensitif combination.Moist ini bagus kemerahan di muka aku jadi reda,teskturnya enak di pake nya bkin nyaman dan point plus nya dia gak ada fragrance nya jdi aman untuk kulit sensitif...pokoknya klo muka lagi rewel tinggal pakein moist ini aja udah deh aman tuh muka.",Asli,"['Tipe', 'kulit', 'aku', 'sensitif', 'combination', '.', 'Moist', 'ini', 'bagus', 'kemerahan', 'di', 'muka', 'aku', 'jadi', 'reda', ',', 'teskturnya', 'enak', 'di', 'pake', 'nya', 'bkin', 'nyaman', 'dan', 'point', 'plus', 'nya', 'dia', 'gak', 'ada', 'fragrance', 'nya', 'jdi', 'aman', 'untuk', 'kulit', 'sensitif', '...', 'pokoknya', 'klo', 'muka', 'lagi', 'rewel', 'tinggal', 'pakein', 'moist', 'ini', 'aja', 'udah', 'deh', 'aman', 'tuh', 'muka', '.']","['Tipe', 'kulit', 'sensitif', 'combination', '.', 'Moist', 'bagus', 'kemerahan', 'muka', 'reda', ',', 'teskturnya', 'enak', 'pake', 'nya', 'bkin', 'nyaman', 'point', 'plus', 'nya', 'gak', 'fragrance', 'nya', 'jdi', 'aman', 'kulit', 'sensitif', '...', 'pokoknya', 'klo', 'muka', 'rewel', 'tinggal', 'pakein', 'moist', 'aja', 'udah', 'deh', 'aman', 'tuh', 'muka', '.']","['tipe', 'kulit', 'sensitif', 'combination', '', 'moist', 'bagus', 'merah', 'muka', 'reda', '', 'teskturnya', 'enak', 'pake', 'nya', 'bkin', 'nyaman', 'point', 'plus', 'nya', 'gak', 'fragrance', 'nya', 'jdi', 'aman', 'kulit', 'sensitif', '', 'pokok', 'klo', 'muka', 'rewel', 'tinggal', 'pakein', 'moist', 'aja', 'udah', 'deh', 'aman', 'tuh', 'muka', '']"
Belladonnaly,18 and Under,"Combination, Medium, Neutral",1 month - 3 months,C&F,4,Ya,"selain melembabkan, ga ngaruh apa apa lagi, waktu awal2 pemakaian muka ku selalu kusam setelah pakai moist ini, tapi makin sering engga kusam lagi sih.aku selalu pakai ini moist ini setelah exfo, kalo ga lagi exfo aku pakai moist pink skintific",Asli,"['selain', 'melembabkan', ',', 'ga', 'ngaruh', 'apa', 'apa', 'lagi', ',', 'waktu', 'awal2', 'pemakaian', 'muka', 'ku', 'selalu', 'kusam', 'setelah', 'pakai', 'moist', 'ini', ',', 'tapi', 'makin', 'sering', 'engga', 'kusam', 'lagi', 'sih.aku', 'selalu', 'pakai', 'ini', 'moist', 'ini', 'setelah', 'exfo', ',', 'kalo', 'ga', 'lagi', 'exfo', 'aku', 'pakai', 'moist', 'pink', 'skintific']","['melembabkan', ',', 'ga', 'ngaruh', ',', 'awal2', 'pemakaian', 'muka', 'ku', 'kusam', 'pakai', 'moist', ',', 'engga', 'kusam', 'sih.aku', 'pakai', 'moist', 'exfo', ',', 'kalo', 'ga', 'exfo', 'pakai', 'moist', 'pink', 'skintific']","['melembabkan', '', 'ga', 'ngaruh', '', 'awal2', 'pakai', 'muka', 'ku', 'kusam', 'pakai', 'moist', '', 'engga', 'kusam', 'sih aku', 'pakai', 'moist', 'exfo', '', 'kalo', 'ga', 'exfo', 'pakai', 'moist', 'pink', 'skintific']"
Nadyaluna4_,19 - 24,"Oily, Medium Light, Neutral",More than 1 year,Shopee,5,Ya,"Moist yang bagus, melembapkan, bagus buat base makeup. Cocok buat semua jenis kulit, membantu meredakan merah-merah dan sensitive skin. Ukuran besar bisa lebih affordable dan hemat, up to 2-3bulan. Love this moisturizerðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡",Asli,"['Moist', 'yang', 'bagus', ',', 'melembapkan', ',', 'bagus', 'buat', 'base', 'makeup', '.', 'Cocok', 'buat', 'semua', 'jenis', 'kulit', ',', 'membantu', 'meredakan', 'merah', '-', 'merah', 'dan', 'sensitive', 'skin', '.', 'Ukuran', 'besar', 'bisa', 'lebih', 'affordable', 'dan', 'hemat', ',', 'up', 'to', '2', '-', '3bulan', '.', 'Love', 'this', 'moisturizerðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§', '¡']","['Moist', 'bagus', ',', 'melembapkan', ',', 'bagus', 'base', 'makeup', '.', 'Cocok', 'jenis', 'kulit', ',', 'membantu', 'meredakan', 'merah', '-', 'merah', 'sensitive', 'skin', '.', 'Ukuran', 'affordable', 'hemat', ',', 'up', 'to', '2', '-', '3bulan', '.', 'Love', 'this', 'moisturizerðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§', '¡']","['moist', 'bagus', '', 'lembap', '', 'bagus', 'base', 'makeup', '', 'cocok', 'jenis', 'kulit', '', 'bantu', 'reda', 'merah', '-', 'merah', 'sensitive', 'skin', '', 'ukur', 'affordable', 'hemat', '', 'up', 'to', '2', '-', '3bulan', '', 'love', 'this', 'moisturizer', '']"
shasafaz,19 - 24,"Combination, Medium Light, Neutral",1 week - 1 month,Tiktok Shop,2,Tidak,"kemakan iklan banget, fomo, bnr bnr worst bgtt produk ini di muka aku, disclaimer yaa, kl cocok alhamdulillah, kalo ga cocok bye bye, definisi beda kulit beda ingredients beda beda beda beda.produk ini dipake kakakku yg dulunya dia breakout malah cocok bangett sekarang, kakakku udah hampir 2 tahun lbh make produk ini, wajahnya sekarang mulus bangett. beda lagi juga di kulitku, aku bnr bnr bnr ga cocok, dan itu yg buat aku breakout parah, so no for this product",Asli,"['kemakan', 'iklan', 'banget', ',', 'fomo', ',', 'bnr', 'bnr', 'worst', 'bgtt', 'produk', 'ini', 'di', 'muka', 'aku', ',', 'disclaimer', 'yaa', ',', 'kl', 'cocok', 'alhamdulillah', ',', 'kalo', 'ga', 'cocok', 'bye', 'bye', ',', 'definisi', 'beda', 'kulit', 'beda', 'ingredients', 'beda', 'beda', 'beda', 'beda.produk', 'ini', 'dipake', 'kakakku', 'yg', 'dulunya', 'dia', 'breakout', 'malah', 'cocok', 'bangett', 'sekarang', ',', 'kakakku', 'udah', 'hampir', '2', 'tahun', 'lbh', 'make', 'produk', 'ini', ',', 'wajahnya', 'sekarang', 'mulus', 'bangett', '.', 'beda', 'lagi', 'juga', 'di', 'kulitku', ',', 'aku', 'bnr', 'bnr', 'bnr', 'ga', 'cocok', ',', 'dan', 'itu', 'yg', 'buat', 'aku', 'breakout', 'parah', ',', 'so', 'no', 'for', 'this', 'product']","['kemakan', 'iklan', 'banget', ',', 'fomo', ',', 'bnr', 'bnr', 'worst', 'bgtt', 'produk', 'muka', ',', 'disclaimer', 'yaa', ',', 'kl', 'cocok', 'alhamdulillah', ',', 'kalo', 'ga', 'cocok', 'bye', 'bye', ',', 'definisi', 'beda', 'kulit', 'beda', 'ingredients', 'beda', 'beda', 'beda', 'beda.produk', 'dipake', 'kakakku', 'yg', 'dulunya', 'breakout', 'cocok', 'bangett', ',', 'kakakku', 'udah', '2', 'lbh', 'make', 'produk', ',', 'wajahnya', 'mulus', 'bangett', '.', 'beda', 'kulitku', ',', 'bnr', 'bnr', 'bnr', 'ga', 'cocok', ',', 'yg', 'breakout', 'parah', ',', 'so', 'no', 'for', 'this', 'product']","['makan', 'iklan', 'banget', '', 'fomo', '', 'bnr', 'bnr', 'worst', 'bgtt', 'produk', 'muka', '', 'disclaimer', 'yaa', '', 'kl', 'cocok', 'alhamdulillah', '', 'kalo', 'ga', 'cocok', 'bye', 'bye', '', 'definisi', 'beda', 'kulit', 'beda', 'ingredients', 'beda', 'beda', 'beda', 'beda produk', 'dipake', 'kakak', 'yg', 'dulunya', 'breakout', 'cocok', 'bangett', '', 'kakak', 'udah', '2', 'lbh', 'make', 'produk', '', 'wajah', 'mulus', 'bangett', '', 'beda', 'kulit', '', 'bnr', 'bnr', 'bnr', 'ga', 'cocok', '', 'yg', 'breakout', 'parah', '', 'so', 'no', 'for', 'this', 'product']"
kireyjung,25 - 29,"Combination, Light, Cool",1 month - 3 months,Shopee,3,Tidak,"Penasaran karena viral. Produknya melembab, sesuai claim, melted di kulit, kalo pake ini siang & malam, terutama kalo malam pake, besok paginya kulit jadi plumpy. Teksturnya lembut & cepat meresap. Kemasan jar isi 30gr kayaknya, kalo buat dipake tiap hari lumayan ya, sebulan bisa abis 1jar. Harganya pricey buat aku wkwk, 2 bulan aku udah abis 2jar dan bikin boncos juga sih hehe. Repurchase? No more.",Asli,"['Penasaran', 'karena', 'viral', '.', 'Produknya', 'melembab', ',', 'sesuai', 'claim', ',', 'melted', 'di', 'kulit', ',', 'kalo', 'pake', 'ini', 'siang', '&', 'malam', ',', 'terutama', 'kalo', 'malam', 'pake', ',', 'besok', 'paginya', 'kulit', 'jadi', 'plumpy', '.', 'Teksturnya', 'lembut', '&', 'cepat', 'meresap', '.', 'Kemasan', 'jar', 'isi', '30gr', 'kayaknya', ',', 'kalo', 'buat', 'dipake', 'tiap', 'hari', 'lumayan', 'ya', ',', 'sebulan', 'bisa', 'abis', '1jar', '.', 'Harganya', 'pricey', 'buat', 'aku', 'wkwk', ',', '2', 'bulan', 'aku', 'udah', 'abis', '2jar', 'dan', 'bikin', 'boncos', 'juga', 'sih', 'hehe', '.', 'Repurchase', '?', 'No', 'more', '.']","['Penasaran', 'viral', '.', 'Produknya', 'melembab', ',', 'sesuai', 'claim', ',', 'melted', 'kulit', ',', 'kalo', 'pake', 'siang', '&', 'malam', ',', 'kalo', 'malam', 'pake', ',', 'besok', 'paginya', 'kulit', 'plumpy', '.', 'Teksturnya', 'lembut', '&', 'cepat', 'meresap', '.', 'Kemasan', 'jar', 'isi', '30gr', 'kayaknya', ',', 'kalo', 'dipake', 'lumayan', 'ya', ',', 'sebulan', 'abis', '1jar', '.', 'Harganya', 'pricey', 'wkwk', ',', '2', 'udah', 'abis', '2jar', 'bikin', 'boncos', 'sih', 'hehe', '.', 'Repurchase', '?', 'No', 'more', '.']","['penasaran', 'viral', '', 'produk', 'melembab', '', 'sesuai', 'claim', '', 'melted', 'kulit', '', 'kalo', 'pake', 'siang', '', 'malam', '', 'kalo', 'malam', 'pake', '', 'besok', 'pagi', 'kulit', 'plumpy', '', 'tekstur', 'lembut', '', 'cepat', 'resap', '', 'kemas', 'jar', 'isi', '30gr', 'kayak', '', 'kalo', 'dipake', 'lumayan', 'ya', '', 'bulan', 'abis', '1jar', '', 'harga', 'pricey', 'wkwk', '', '2', 'udah', 'abis', '2jar', 'bikin', 'boncos', 'sih', 'hehe', '', 'repurchase', '', 'no', 'more', '']"
Egacinthia,25 - 29,"Combination, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,"moisturizer yang ringan dan cepet meresap, enakk banget teksturnya, bikin wajah lembab juga. bener bener bisa bikin skin barier ku membaikk. tidak bikin kusam tapi ga bikin cerah juga. bisa calming jerawat yg baru muncul.",Asli,"['moisturizer', 'yang', 'ringan', 'dan', 'cepet', 'meresap', ',', 'enakk', 'banget', 'teksturnya', ',', 'bikin', 'wajah', 'lembab', 'juga', '.', 'bener', 'bener', 'bisa', 'bikin', 'skin', 'barier', 'ku', 'membaikk', '.', 'tidak', 'bikin', 'kusam', 'tapi', 'ga', 'bikin', 'cerah', 'juga', '.', 'bisa', 'calming', 'jerawat', 'yg', 'baru', 'muncul', '.']","['moisturizer', 'ringan', 'cepet', 'meresap', ',', 'enakk', 'banget', 'teksturnya', ',', 'bikin', 'wajah', 'lembab', '.', 'bener', 'bener', 'bikin', 'skin', 'barier', 'ku', 'membaikk', '.', 'bikin', 'kusam', 'ga', 'bikin', 'cerah', '.', 'calming', 'jerawat', 'yg', 'muncul', '.']","['moisturizer', 'ringan', 'cepet', 'resap', '', 'enakk', 'banget', 'tekstur', '', 'bikin', 'wajah', 'lembab', '', 'bener', 'bener', 'bikin', 'skin', 'barier', 'ku', 'membaikk', '', 'bikin', 'kusam', 'ga', 'bikin', 'cerah', '', 'calming', 'jerawat', 'yg', 'muncul', '']"
halatakwim,25 - 29,"Normal, Medium, Neutral",6 months - 1 year,Official Brand Store,5,Ya,"Definisi pelembab dengan tekstur gel yang ringan, mudah di apply, gak ada aromanya, warnanya putih. Ada aplikator buat ngambil produknya juga. Bikin wajah lembab, memperbaiki skin barrier, gak mudah jerawatan. Kulit wajah jadi lebih sehat.",Palsu,"['Definisi', 'pelembab', 'dengan', 'tekstur', 'gel', 'yang', 'ringan', ',', 'mudah', 'di', 'apply', ',', 'gak', 'ada', 'aromanya', ',', 'warnanya', 'putih', '.', 'Ada', 'aplikator', 'buat', 'ngambil', 'produknya', 'juga', '.', 'Bikin', 'wajah', 'lembab', ',', 'memperbaiki', 'skin', 'barrier', ',', 'gak', 'mudah', 'jerawatan', '.', 'Kulit', 'wajah', 'jadi', 'lebih', 'sehat', '.']","['Definisi', 'pelembab', 'tekstur', 'gel', 'ringan', ',', 'mudah', 'apply', ',', 'gak', 'aromanya', ',', 'warnanya', 'putih', '.', 'aplikator', 'ngambil', 'produknya', '.', 'Bikin', 'wajah', 'lembab', ',', 'memperbaiki', 'skin', 'barrier', ',', 'gak', 'mudah', 'jerawatan', '.', 'Kulit', 'wajah', 'sehat', '.']","['definisi', 'pelembab', 'tekstur', 'gel', 'ringan', '', 'mudah', 'apply', '', 'gak', 'aroma', '', 'warna', 'putih', '', 'aplikator', 'ngambil', 'produk', '', 'bikin', 'wajah', 'lembab', '', 'baik', 'skin', 'barrier', '', 'gak', 'mudah', 'jerawat', '', 'kulit', 'wajah', 'sehat', '']"
