Username,Profile Age,Profile Description,Usage Period,Purchase Point,Stars,Recommend,Review,Status
ansigrx,25 - 29,"Oily, Light, Neutral",1 month - 3 months,Shopee,5,Ya,"Awalnya hanya coba coba aja karna iseng melihat banyak iklan dan jga review yang bagus di online maupun review dari orang orang terdekat, dan ternyata cocok sudah pemakaian ke 5, lumayan membantu mengobati skin barrier yang rusakk,ringan dan tidak lengket saat di aplikasikan pd wajah",Asli
syifazzahr,19 - 24,"Combination, Medium Light, Neutral",1 month - 3 months,Shopee,5,Ya,"Bagus banget untuk skinbarrierku yang lagi rusakk, cocok bgt buat kulit wajah yang sedang rewel, skin barrier membaik dan bisa menggunakan skincare aktifðŸ˜ di combo dengan skintific panthenoll the best sih inii, udah tube ke 4 hihihihihi",Asli
ervynvania,25 - 29,"Combination, Medium, Cool",Less than 1 week,FD Try and Review,5,Ya,"Bagus banget, beda sama kalo pake produk lain! Aku suka banget pake varian ini bener2 bikin kulitku berasa sembuh. Untuk kelembapan sangat berasa dan lebih ngefek dibanding merek lain dan varian lain. Very very recommended bangett sihhh!",Asli
rosidaaprn_,19 - 24,"Combination, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,"bagus poll, bener-bener ngebenerin skin barrier, ga lengket, sempet jerawatan karena lepas krim lain dan mulus lagi karena pakai ini. sangat-sangat recomend untuk dipakai skinprep sebelum makeup, bikin lebih flawless. sampe abis ber jar-jar",Asli
dr_Maggie,25 - 29,"Dry, Light, Cool",3 months - 6 months,Shopee,5,Ya,Produk bagus. Sangat melembapkan kulit. Good for sensitive and very dry skin. Tidak membuat kulit terasa berminyak. No fragrance. Tidak terasa lengket di kulit. Price worthy. Lumayan mencerahkan. Baru dicoba pakai selama 6 bulan terakhir.,Asli
mrytomp,30 - 34,"Oily, Medium, Warm",3 months - 6 months,Shopee,5,Ya,"Nampol parah. Skintific ringan setelah dipakai, langsung blended dan cepat menyerap. Ceramide dipakai setelah exfo nampol banget sih kasih efek hydrate sekaligus bisa menjaga skin barrier. Harga cukup terjangkau namun gak murahan. Travel friendly juga",Palsu
oktaviana28,25 - 29,"Combination, Medium Dark, Warm",Less than 1 week,Shopee,5,Ya,Bagusssssssss warna sangat cocok dan pas di kulit aku tidak bikin alergi dan packaging bagus tekstur bagus dan pembelian gampang dan juga harga sangat amat cocok untuk saya dan punya variasi yang lainnya tidak kecewa pakai produk ini ya guyssss,Asli
stsakinahh,19 - 24,"Dry, Medium, Neutral",1 month - 3 months,Shopee,4,Tidak,"Hmmm moisturizer yang kenceng banget marketingnya, gak kaget kalo moisturizer ini viral banget dimana-mana. Aku pikir tadinya ini moisturizer lokal, ternyata dari Kanada. Kalo di aku jujur moisturizer ini gak memberikan efek yang gimana-gimana, tapi banyak kok yg cocok, mungkin di kulit aku ini biasa aja.",Asli
Alif24ia_,19 - 24,"Normal, Medium Light, Cool",1 month - 3 months,Shopee,5,Ya,"Pake prodaknya baru tiga bulanan ini, cuman setelah gonta ganti prodak ini yang palik cocok. Buat kulit aku jadi lembab banget dan perbaiki skin barier aku sihh. Pokoknyaa rekomended banget cuman yaa harganyaaa cukup mahal dikantong wkwkwk",Asli
frahdzikraa,19 - 24,"Combination, Medium Light, Cool",6 months - 1 year,Beautyhaul,5,Ya,"moisturizer yg sangat membantu memperbaiki skin barier, dan bagus untuk semua jenis kulit dan bikin kulit kita menjadi glowing dan membantu memperbaiki skinbarier dati teksturnya yang tidak lengket dan nyaman digunakan sehari hari sangat bagus",Palsu
Elenadwi,19 - 24,"Normal, Medium Light, Neutral",Less than 1 week,Female Daily Studio,5,Ya,"Saya sangat cocok menggunakan dari skintific, bikin muka tidak becek dan tidak bikin jerawatan, formulanya sangat cocok di tipe kulit muka saya, saya sudah menggunakan produk ini kurang lebih sudah 3 tahun, semenjak pakai produk ini saya tidak malas untuk skincarean",Palsu
rachelwiratedja,19 - 24,"Combination, Medium Light, Warm",More than 1 year,Shopee,5,Ya,"pelembap wajah yang menggabungkan teknologi canggih dengan bahan-bahan berkualitas untuk memberikan hidrasi optimal pada kulit. Produk ini dirancang untuk semua jenis kulit, termasuk kulit sensitif, dengan formula ringan yang cepat meresap tanpa meninggalkan rasa lengket.Salah satu keunggulan utama dari Skintific Moisturizer adalah kandungannya yang kaya akan bahan aktif seperti ceramide, hyaluronic acid, dan niacinamide. Kombinasi ini bekerja untuk memperkuat lapisan pelindung kulit, menjaga kelembapan sepanjang hari, dan mencerahkan kulit secara alami. Ceramide membantu memperbaiki skin barrier, sementara hyaluronic acid menghidrasi secara mendalam, dan niacinamide mengurangi kemerahan serta menyamarkan noda hitam.Produk ini juga bebas dari bahan berbahaya seperti paraben, alkohol, atau pewangi buatan, sehingga aman digunakan bahkan untuk kulit yang cenderung mudah iritasi. Kemasannya yang higienis dan praktis memastikan produk tetap bersih dan mudah digunakan kapan saja.Secara keseluruhan, Skintific Moisturizer menawarkan pengalaman perawatan kulit yang lengkap, memberikan kelembapan, perlindungan, dan perbaikan sekaligus. Produk ini sangat cocok untuk mereka yang ingin menjaga kesehatan kulit tanpa repot, menjadikannya pilihan yang layak untuk rutinitas perawatan harian Anda.",Palsu
Bellaanugrahp27,25 - 29,"Normal, Medium, Warm",1 week - 1 month,Brand Website,5,Ya,Bagusbanget produknya enak di pakai dan sejuk dikulit pkona the bessstttt bangettt dah ...ga nyesel make nya ...pkonya bagus banget dan nyaman banget deh pkonya enak deh the best pkonyadeh enak deh pkonyaenak bagus murah lagi the best deh,Asli
Alma9991,25 - 29,"Combination, Medium Light, Cool",1 week - 1 month,Shopee,5,Ya,"One of my holy grail, penyelamat kulit waktu kering kerontang. Minusnya cuma di harga yg pricey & isinya dikit bgt. Hopefully bisa bikin versi yg lebih affordable, makanya beli produk ini pas lagi promoaan aja di Shopee hehe. Pernah dapet free juga",Asli
sallwazh,19 - 24,"Oily, Light, Cool",3 months - 6 months,Shopee,5,Ya,salah satu moisturizer yang bener - bener bagus buat kulit aku yang acne prone skin dan juga oily. nyamann banget buat dipake seharian sampai malam. aktivitas outdoor maupun indoor juga bener - bener aman. gak bikin kulit ku breakout ataupun nimbulin masalah lainnya,Asli
rifanijihan,19 - 24,"Oily, Medium Light, Warm",6 months - 1 year,Tiktok Shop,5,Ya,"Produk skintific yang satu ini sebenernya bagus yaa untuk repairing dan melembabkan tapi harganya kurang afordable untuk isinya yang sedikit dan juga kalo tidak dipakai rutin atau repurchase kulit jadi kusam lagi, menurutku harga harus dikurangin sih",Asli
Viola_Rani,19 - 24,"Combination, Medium, Neutral",6 months - 1 year,FD Flash Sale,5,Ya,"Mengandung 5 jenis ceramide untuk memperkuat skin barrier.Tekstur ringan, cepat meresap, dan tidak lengket.Cocok untuk kulit sensitif, berminyak, atau kering.Efektif melembapkan dan mengurangi iritasi atau kemerahan. Tidak memberikan hasil instan untuk kerusakan skin barrier parah.",Asli
nayladwita,19 - 24,"Combination, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,"awalnya belii inii karnaa banyak bgttt seliweran di tiktok, karna kulitkuu kering alhasil cobain deh beliii, dia emg juaraa bgtt si buat ngelembapinnn kulitt, tp gada hasil yg gimana2 bgt selain buat ngelembapin dannn ngilangin telstur kulit",Asli
sabrina_cungse,19 - 24,"Oily, Medium Light, Warm",6 months - 1 year,Shopee,5,Ya,"Penyelamatku di saat kulitku kekeringan crispy2. Dari packagingnya oke banget ga cepet tumpah, travel friendly juga apalagi skrg ada yg bentukan pump. Moisturizernya ga lengket tp lembabin, cuma sayang yg jar isinya dikit, mending skalian beli yg pump gede nya",Asli
mutiarazay,25 - 29,"Oily, Medium, Neutral",1 month - 3 months,Female Daily Studio,5,Ya,"Aku sih cocok banget pake product ini, jerawat hempas semuaaaa.. apokonya harus coba produk ini apalagi buat kamu kamu yang lagi jerawatan.. bestt bangeeeeet deh pokonyaaa.. makasih himalaya udah adain product sebagus iniiii.. ga nyeseeeel",Asli
Syafirarakaa,19 - 24,"Combination, Medium, Neutral",More than 1 year,Tiktok Shop,5,Ya,"Saya sudah menggunakan moisture skintific sudah lebih dari 2 tahun hingga saat ini. Produk ini sangat membantu untuk menyembuhkan skin barier saya, dahulu kulit saya bruntusan namun setelah menggunakan moisture skintific ini kulit saya menjadi halus dan lebih cerah",Palsu
chichiliaberlinda,25 - 29,"Combination, Medium, Neutral",3 months - 6 months,Tiktok Shop,5,Ya,Skintific moisturezer ga perlu diraguin lagi bikin kulit lembab dan ga kemerahan lagi the best si ini rekomen banget. Aku si cocok banget pake ini ga mau gonta ganti lagi udah ini aja. Walaupun awalnya coba coba aja ternyata cocok banget hihi,Asli
esusuceici,25 - 29,"Combination, Medium, Neutral",3 months - 6 months,Shopee,5,Ya,"Cocok dikulit ku yang kombinasi, tidak bikin jerawat meradang, meratakan warna kulit, tidak bikin kusam, cocok untuk pemakaian sehari-hari, tidak lengket dikulit, mantap lah pokoknya cocok dikulit yang kombinasiku ini, good job skintific",Asli
nabilahkhan,19 - 24,"Dry, Medium Light, Neutral",1 month - 3 months,Shopee,5,Ya,"Tekturnya enak, melembabkan bgt di kulit aku, ngaruhhhhhh bangetttt, menurut aku sih harganya agak pricey tp workss bgt, suka pokonya sm moisturizer ini, loveeeðŸ¥°aku selalu pake ini enak bgt pokony â™¡ thiz productttt always!! Lovee mois skintific",Asli
evi_hndy01,25 - 29,"Oily, Medium Light, Neutral",6 months - 1 year,Female Daily Studio,5,Ya,"Pake moisturizer dari skintific itu ringan sekali, tidak lengket, tidak iritasi juga ke wajahnya kita, pokonya harus menggunakan moisturizer dari skintific yah guys. Karna produknya sangat bagus dan rekomendasi banget kak ðŸ˜ðŸ˜ðŸ˜ðŸ˜",Asli
anggunmalik,35 - 39,"Normal, Medium, Neutral",1 month - 3 months,Shopee,5,Ya,"Skintific Cover All Perfect CushionCover All Perfect Cushion dengan hasil akhir sempurna dalam 1 kali tap, memberikan coverage tinggi dan hasil akhir yang flawless. Dapat membantu mengontrol minyak untuk mencegah kusam dan warna tidak merata. Dilengkapi serum ingredients seperti 5X Ceramide, Centella and Hyaluronic Acid yang menjaga kelembaban kulit serta SPF 35 PA++++ untuk melindungi kulit dari bahaya sinar UV. Rubycell Puff Technology dengan teardrop shape, lubang udara yang rapat untuk menciptakan hasil akhir halus, merata dan sempurna. Medium to full coverage, tekstur ringan dan memberikan efek segar dan terhidrasi tahan lama pada kulit. Tersedia dalam 7 pilihan warna : Vanilla, Ivory, Petal, Almond, Beige, Sand, Honey dengan kemasan double mirrored yang travel friendly, dengan ketebalan kurang dari 2 cmUkuran: 11 mlNo BPOM: NA11220300189, NA11220300190, NA11220300191, NA11220300192, NA11220300193, NA11230300017, NA11230300018Manfaat:â—Menutup noda dan flaws di wajah dalam 1 kali patâ—Melindungi dari sinar UV dengan SPF 35 PA++++â—Menahan minyak di wajah hingga 12 jam* dengan Raincoat Film Technologyâ—Menjaga kelembaban kulit dengan kandungan Ceramide, Centella dan Hyaluronic AcidHero Ingredients:Centella Asiatica : Menenangkan dan melembabkan kulitCeramide : Menjaga kelembaban kulitHyaluronic Acid : Melembabkan kulitCara pemakaian:1. Buka penutup cushion dan lepaskan stiker pelindung2. Ambil secukupnya dengan menekan spons pada bagian dalam3. Tap ke seluruh wajah4. Tutup cushion apabila telah selesai digunakan agar tidak kering",Palsu
tianica,30 - 34,Unknown,1 week - 1 month,Female Daily Studio,5,Ya,Aaaa Skintific bluee is amaziing same as the meaning of Skintificâ€¦. The beauty come from the ingrediance really brilliant uniq plumplu no lengket cerah bersih memberikan effect light flawless bare face are really brave and readyyyyy im wake up like thisðŸ¥°ðŸ¥°,Palsu
megarwls,19 - 24,"Combination, Medium Light, Neutral",1 week - 1 month,Sephora,5,Ya,"skintific moisturizer melembabkan kulit muka, baik untuk kulit sensitif ataupum tidak, membuat wajah aku lebih cerah, sangat melembabkan kulit wajah, membuat wajah tampak lebih berseri saat menggunakan produk inii, pokoknya cinta sekalii",Palsu
monicaawaliyah,19 - 24,"Oily, Medium, Neutral",More than 1 year,Shopee,5,Ya,"Satu-satunya moisturizer yang gak bikin kulit sensitif aku jadi semakin rewel. Bener bener ngebantu aku perbaiki skin barrier dan mengatasi masalah jerawat dan kulit sensitif. waktu itu aku pakenya karena dikasih tau temen, jadi bersyukur banget sekarang karena tau produk ini",Asli
Ida_lutfiah,19 - 24,"Combination, Medium, Neutral",1 week - 1 month,Female Daily Studio,5,Ya,Good productSkintific bagusss polll lembut di kulit nyaman ringan good for me skin barrier lov lov lovSkintific moist goodNyaman ringan lembut wawwwwwwwww dan jga enakeunnn lov it bnyak bisa di beli dmna pun berada mudah didapatkanmnnm,Palsu
Dwifitrihasanti,35 - 39,"Normal, Medium Light, Neutral",Less than 1 week,Shopee,5,Ya,"Skintific barrier recommended banget untuk kulit yg jerawat, kusam. Lembab dipakainya.- Meningkatkan masalah penghalang kulit seperti jerawat, kemerahan, kulit kering dan kulit kasar- Melembabkan selama 24 jam- Pengontrol minyak 24 jam- Melindungi pelindung kulit",Palsu
rassyaslsblh,19 - 24,"Combination, Medium Light, Neutral",3 months - 6 months,Tiktok Shop,4,Ya,"tekstur ringan mudah meresap, formulanya yang aman tanpa alkohol atau paraben, serta efek multifungsi yang melembapkan sekaligus menenangkan dan juga menjaga kulit tetap sehat terhidrasi dan benas iritasi. pilihan favorit karena membantu kita memperbaiki skin barrier, melembapkan kulit, dan meredakan iritasi.",Palsu
novitaokta09,19 - 24,"Combination, Medium, Warm",1 month - 3 months,Official Brand Store,5,Ya,suka banget sama moisturizernya skintific tekstur nya bikin wajah jadi lembab dan kenyal pokoknya wajah ga pernah kering deh pake moostirizer ini. dan ga akan berpaling sama moisturizer yg sedang biral sekarang ini. cinta banget sama moistnya,Asli
risyapp,30 - 34,"Dry, Light, Cool",6 months - 1 year,Shopee,5,Ya,"Moisturizer yang bikin wajah lembab dan tidak berminyak. Bikin kulit lembab, bisa dipakai malam dan siang hari. Ga bikin kulit kering, jerawatan atau lebih berminyak. Teksturnya tidak lengket jd nyaman untuk dipakai danTidak berbau menyengat",Palsu
yaniipide,19 - 24,"Oily, Medium Dark, Neutral",More than 1 year,Instagram,5,Ya,"moistnya bagus banget, untuk kulit yang berminyak juga oke banget. Salah satu kelebihan produk ini adalah kemasannya yang praktis dan higienis dengan tutup ulir yang rapat. Namun, bagi beberapa orang dengan kulit berminyak, moisturizer ini bisa terasa sedikit berat jika digunakan berlebihan.",Asli
ardeliarahma,19 - 24,"Oily, Medium, Neutral",3 months - 6 months,Shopee,4,Ya,"Lumayann, dia bekerja sebagaimana namanya, mosturizer. Karena gaada bahan tambahan yang aneh-aneh aku biasanya pake kalo abis exfoliasi, hasilnya aman aja sih selama ini, bikin kulit wajah lebih tenang dan ga muncul reaksi kemerahan.",Asli
kiki_zakia,25 - 29,"Combination, Light, Neutral",1 month - 3 months,Shopee,5,Ya,"Lembut banget dan menyerap di kulit, aman untuk kulit muka ku yang cenderung sensitif, di aku moisturizer ini untuk pemakaian kurang lebih 3 bulan awet banget kan, dan setelah pakai ini kulit terasa lembab dan enak untuk di pakai alas bedak lain",Asli
Saramonica,19 - 24,"Combination, Medium, Warm",More than 1 year,Shopee,5,Ya,Waktu itu pakai moisturizer ini saat kondisi kulit lagi hancur-hancurnya dan waktu pakai moisturizer skintific ini kulitku lebih baik dong. Selama sebulan pemakaian udah langsung keliatan hasilnya. Gak ada rasa gatal atau perih loh. Selain itu juga ga ada wangi apapun jadi nyaman banget.,Asli
chassie,19 - 24,Unknown,1 month - 3 months,Shopee,5,Ya,"Skintific 5X Ceramide Barrier Repair Moisturizer adalah salah satu pelembap yang banyak diminati karena formulanya yang diklaim efektif dalam memperbaiki dan menjaga skin barrier. Produk ini mengandung lima jenis ceramide yang bekerja untuk menghidrasi kulit secara optimal, memperbaiki lapisan pelindung kulit, serta mengurangi kemerahan akibat iritasi. Selain itu, pelembap ini juga diperkaya dengan hyaluronic acid untuk memberikan kelembapan mendalam, dan Centella Asiatica untuk menenangkan kulit.Salah satu keunggulan produk ini adalah teksturnya yang ringan, tidak lengket, dan cepat meresap ke dalam kulit. Hal ini membuatnya cocok untuk semua jenis kulit, termasuk kulit berminyak dan sensitif. Tidak hanya itu, pelembap ini bebas dari alkohol, pewangi buatan, dan paraben, sehingga aman digunakan oleh mereka yang memiliki kulit sensitif atau mudah berjerawat.Setelah pemakaian rutin selama beberapa minggu, banyak pengguna melaporkan kulit terasa lebih lembut, lembap, dan sehat. Kemerahan akibat iritasi pun berkurang, terutama pada kulit yang sebelumnya mengalami masalah skin barrier rusak. Kemasan jar yang kokoh dan elegan juga menjadi nilai tambah, meskipun beberapa pengguna merasa kurang praktis karena harus menggunakan spatula untuk mengambil produk.Kesimpulannya, Skintific 5X Ceramide Barrier Repair Moisturizer adalah pilihan yang sangat baik untuk mereka yang mencari pelembap multifungsi dengan kandungan bahan aktif berkualitas. Dengan harga yang cukup terjangkau, produk ini memberikan hasil maksimal untuk menjaga kesehatan kulit Anda.",Palsu
